X_follower_count,X_following_count,X_listed_count,X_mentions_received,X_retweets_received,X_mentions_sent,X_retweets_sent,X_posts,X_network_feature_1,X_network_feature_2,X_network_feature_3,Y_follower_count,Y_following_count,Y_listed_count,Y_mentions_received,Y_retweets_received,Y_mentions_sent,Y_retweets_sent,Y_posts,Y_network_feature_1,Y_network_feature_2,Y_network_feature_3,X_social_than_Y?
723850,368,7277,3390.860389,634.92733,7.162113639,3.716452541,12.9681719,5220,33.59848771,1366.213611,23240,535,846,236.1048637,113.3365853,12.74641075,1.681439489,19.65400989,476,125.2106383,3619.004255,1
1093,1014,51,0.201006717,0.201006717,2.268539049,0.201006717,3.274698694,10,20,30,1641085,735,14363,10474.5821,2161.167452,35.27222334,6.785659921,13.24441173,15112,29.58360203,1279.680529,0
186607,90802,3186,978.2127575,151.5377553,0.201006717,0.201006717,0.201006717,774,329.2204929,20386.01556,760,1037,49,4.584929025,0.624731982,10.27071572,4.064917479,8.846311587,21,212.3636364,3885.727273,1
242579,7601,3722,485.267271,213.3527783,14.39666088,4.08102217,20.14784271,904,83.09899889,8683.065628,137,146,24,2.187544886,0.201006717,0.734925112,0.201006717,1.247804993,15,125.4,1220,1
1040279,765,13695,2840.876081,1147.185391,5.614883563,1.720713758,18.05743665,4980,103.0368755,4554.141554,638,961,26,7.887696679,1.237180017,9.53985933,1.740272254,5.90647444,18,230.625,14057.5,1
1321,1543,79,0.595946354,0.595946354,0.201006717,0.201006717,0.201006717,11,20,42,608,640,31,25.06595278,0.201006717,6.13916823,0.201006717,5.529524167,40,73.63636364,1483.636364,1
1387,201,153,1.097536652,0.629012035,0.669531334,0.201006717,0.669531334,12,203,2539.5,1760,605,190,13.2623548,4.096314237,4.139576739,2.128225375,6.60176595,37,62.11111111,848.9259259,0
2173,1351,121,24.43937191,5.202638953,20.37645236,2.66057111,19.62871379,54,85.71111111,1836.333333,901,634,74,5.534026666,0.201006717,1.714510141,1.20163026,2.192947934,21,42.63636364,662.5454545,1
2453,41,95,80.47310671,62.91741669,103.2400097,0.201006717,85.26085262,157,30.02721088,1516.306122,1706198,442,12158,1675.160105,187.1396963,15.24251873,5.218119981,9.732541981,2607,41.28910134,1967.639388,0
4413,261,185,14.7246039,0.201006717,8.062284731,1.721510214,5.127441635,31,129.6956522,5589.869565,236133,898,2814,154.3871468,47.94215292,25.08320258,5.101450137,25.21414485,317,179.2006472,5161.31068,0
177,76,22,0.201006717,0.201006717,0.201006717,0.201006717,0.68875038,10,20,30,638,961,26,7.887696679,1.237180017,9.53985933,1.740272254,5.90647444,18,230.625,14057.5,0
632008,714,7542,1229.93749,658.6601819,8.104557913,2.681131546,24.61007087,2546,55.83865939,2261.568979,9689,362,233,19.21432618,0.620494729,0.201006717,0.201006717,0.201006717,52,46.76190476,1800,1
34513,29848,1709,30.86099523,7.96805761,16.4086624,0.664846087,13.97762991,76,95.53030303,1946.893939,132110,56611,1800,776.4215744,27.5802415,51.84382793,0.683872943,35.18769405,814,291.1167076,12816.25184,0
196742,2379,4646,1421.4982,620.4394442,19.47019461,10.18535163,34.05645218,2699,59.55689718,2069.958288,488760,360,3693,2414.380154,1199.4432,1.68404405,1.186397215,14.08946909,3928,27.85981781,667.9832996,1
513474,46,10063,1511.265186,729.4262746,9.530669775,1.172204904,13.18413438,3176,42.89159638,1416.830366,631968,714,7542,1229.93749,658.6601819,8.104557913,2.681131546,24.61007087,2546,55.83865939,2261.568979,0
23280,535,846,236.1048637,113.3365853,12.74641075,1.681439489,19.65400989,476,125.2106383,3619.004255,120782,508,6268,1320.768172,291.0786626,10.05995178,4.62778029,12.61023224,2312,80.59658849,2043.164606,0
206868,15236,2533,30.42021599,8.629317975,0.201006717,0.201006717,0.201006717,79,341.1884058,17484.11594,26831,24827,164,16.29743965,15.41495071,2.117985636,2.117985636,84.94342531,22,141.6428571,15794.21429,1
47056,7854,3666,160.8491502,46.51850986,9.004702262,0.201006717,11.05499653,322,219.3955696,4123.158228,3081515,119274,336,38.34603984,19.89902161,0.201006717,0.201006717,0.201006717,76,75.64179104,17618.0597,1
4413,261,185,14.7246039,0.201006717,8.062284731,1.721510214,5.127441635,31,129.6956522,5589.869565,20552,675,162,21.98111302,2.909313489,2.191594057,1.196300387,4.155436068,50,55.45238095,2788.52381,0
146348,49306,9412,292.6224532,168.902038,2.616711055,0.201006717,8.071651873,610,74.80230643,1983.62603,285745,276291,3437,38.65516302,14.58403116,0.201006717,0.201006717,0.201006717,70,64.80645161,4174.258065,0
196742,2379,4646,1421.4982,620.4394442,19.47019461,10.18535163,34.05645218,2699,59.55689718,2069.958288,21601,1219,248,180.9130117,51.59658351,11.4186573,2.222317644,10.35324005,379,38.44297082,1360.366048,1
185666,1041,15137,532.0277478,108.6904608,26.2238075,0.669531334,27.33034513,938,192.9862288,5351.646186,206828,15236,2533,30.42021599,8.629317975,0.201006717,0.201006717,0.201006717,79,341.1884058,17484.11594,0
58140,46,2983,197.9084817,55.59519268,1.592524828,0.664846087,0.664846087,440,261.6804598,8520.301149,125448,1023,4094,110.2745319,46.89227927,4.502796594,0.201006717,14.41581691,249,237.2416667,6496.733333,0
126788,819,4135,343.6391104,74.58857053,8.822645328,3.060444985,8.40576517,700,146.0441595,3657.968661,1443,289,133,0.679044281,0.201006717,0.719067202,0.201006717,1.734569365,11,20,30,1
259,494,27,1.226818284,0.708757799,0.201006717,0.201006717,0.201006717,12,20.5,39,44037,153,2364,90.40844304,40.73793376,2.232316725,0.201006717,1.719436844,198,132.1914894,2152.702128,0
162,283,25,2.890347072,0.201006717,0.201006717,0.201006717,1.206353858,15,116.6,1444.2,23240,535,846,236.1048637,113.3365853,12.74641075,1.681439489,19.65400989,476,125.2106383,3619.004255,0
185666,1041,15137,532.0277478,108.6904608,26.2238075,0.669531334,27.33034513,938,192.9862288,5351.646186,143111,128726,8762,1748.425746,695.2613345,8.996941239,0.201006717,69.95595545,2777,125.7347811,5306.96262,1
1259726,377,6129,1817.298643,422.6673419,24.04356244,15.13128588,25.5847629,3376,30.04866608,1356.842861,268180,2127,7890,96.14743964,12.76779704,0.713886597,0.713886597,0.713886597,217,49.91469194,945.3270142,0
392788,9404,3374,517.0478479,248.9430809,14.94267925,1.191924161,21.99826724,983,61.01621074,3072.892604,196702,2379,4646,1421.4982,620.4394442,19.47019461,10.18535163,34.05645218,2699,59.55689718,2069.958288,0
265308,249,571,1263.831893,915.2970997,10.92197098,0.201006717,14.996253,2613,23.82631383,536.6921357,3166423,316,623,2506.690858,1960.241853,25.92685046,4.760036155,201.0755933,4811,27.90617384,1724.698822,1
71647,44302,1457,20.80712692,6.730709279,1.182411214,0.201006717,10.14913481,57,92.10638298,2176.893617,1304,471,64,1.110408336,0.201006717,0.201006717,0.201006717,1.191924161,12,856,11477.5,1
20592,675,162,21.98111302,2.909313489,2.191594057,1.196300387,4.155436068,50,55.45238095,2788.52381,322692,37641,22252,353.0674318,84.66044276,13.69845446,2.690146796,8.719730897,706,254.3380682,7198.464489,0
1084,382,80,19.36748587,0.92695199,10.76759066,1.745349765,13.7555432,41,170.7096774,10239.74194,156,319,25,0.620494729,0.620494729,0.201006717,0.201006717,0.201006717,11,36,402,1
186607,90802,3186,978.2127575,151.5377553,0.201006717,0.201006717,0.201006717,774,329.2204929,20386.01556,638293,190,1512,41355.76689,11213.9289,2.652173998,0.201006717,67.3658041,56206,20.94757541,510.5420134,1
1040279,765,13695,2840.876081,1147.185391,5.614883563,1.720713758,18.05743665,4980,103.0368755,4554.141554,5695,982,497,60.26244179,3.299955297,10.62478904,0.201006717,9.638285897,121,244.2252252,7557.405405,1
480462,11988,16314,3591.051093,1371.150088,9.069974888,2.636280445,31.65183114,6877,80.81466192,2725.612527,3903,1099,188,6.520946616,2.102572608,2.201647528,0.201006717,2.201647528,25,115.8,2218.733333,1
304,574,21,6.907297033,0.554611282,1.620969502,0.683872943,2.553333489,22,26.75,603.9166667,238,342,23,1.167958775,0.201006717,0.201006717,0.201006717,0.724300136,12,186.5,11385,1
130900,3434,469,185.7393022,33.07696777,5.096095231,0.201006717,6.07337595,365,122.5730028,10511.73554,1097145,870,10611,146.3313548,39.79673281,0.201006717,0.201006717,0.703680288,298,33.70989761,792.6143345,1
4607,122,187,14.67525233,8.794994629,0.201006717,0.201006717,4.184033915,35,32.44,428.76,627959,150906,6840,492.8076911,149.410859,42.52187799,2.641362068,30.55613155,693,255.7872648,12007.04342,0
177846,40,6890,18.29676822,10.64538919,0.201006717,0.201006717,0.201006717,52,86.61904762,1711.238095,21601,1219,248,180.9130117,51.59658351,11.4186573,2.222317644,10.35324005,379,38.44297082,1360.366048,0
125488,1023,4094,110.2745319,46.89227927,4.502796594,0.201006717,14.41581691,249,237.2416667,6496.733333,277,392,28,0.603965228,0.201006717,0.669531334,0.201006717,1.133370704,11,112,1329,1
2774840,20382,15856,10177.15433,12.36616136,1.620921216,0.679044281,2.163514613,18559,24.78133907,484.9678946,1259686,377,6129,1817.298643,422.6673419,24.04356244,15.13128588,25.5847629,3376,30.04866608,1356.842861,0
100886,184,1801,1024.888986,287.7865282,9.179513243,3.689863415,10.2217012,1753,50.7592068,1281.028329,1053,1014,51,0.201006717,0.201006717,2.268539049,0.201006717,3.274698694,10,20,30,1
154880,10653,2930,277.5154849,100.337396,7.115663599,0.683872943,7.62770002,552,146.0718232,6332.39779,131930,404,6994,1303.530268,340.3062888,9.603839686,0.683872943,14.10808833,2345,79.58900634,1870.874419,1
9542870,2109,17917,8672.716573,1337.141602,14.75399194,3.676761442,6.227250269,12262,36.38513842,3443.41185,1213,729,87,1.162007568,1.162007568,3.285572519,0.201006717,4.306306575,12,20.5,347.5,1
3814,743,242,10.54124107,3.202317138,4.676665121,0.201006717,3.19307734,28,159.4444444,4603.888889,1352358,371,15667,38259.69732,29105.46798,4.130836066,1.161910507,32.563005,52590,23.0924477,627.5636364,0
1344,471,64,1.110408336,0.201006717,0.201006717,0.201006717,1.191924161,12,856,11477.5,125448,1023,4094,110.2745319,46.89227927,4.502796594,0.201006717,14.41581691,249,237.2416667,6496.733333,0
5342890,33441,19735,347272.4779,104699.3484,22.81767875,3.305800406,26.97053154,213728,25.34820264,1260.512781,57850,27177,5265,543.5197207,71.91160832,26.15877556,0.201006717,25.28576249,900,314.1707317,8763.976718,1
648,640,31,25.06595278,0.201006717,6.13916823,0.201006717,5.529524167,40,73.63636364,1483.636364,125522,13741,10893,535.4076653,188.7761361,21.97257288,2.720409299,22.33680911,1073,249.7641597,6758.430826,0
100886,184,1801,1024.888986,287.7865282,9.179513243,3.689863415,10.2217012,1753,50.7592068,1281.028329,1834017,813,30642,3348.533818,776.8528545,58.66370361,14.61658689,35.31941925,6271,73.22601447,2692.894778,0
1190,967,89,1.154993223,0.201006717,0.683872943,0.201006717,0.683872943,12,34.5,1236.5,220252,397,1082,905.0945614,280.0150688,26.87804412,6.087386529,27.29596401,1806,33.66191781,1405.807671,0
44084,3014,3476,447.8290517,171.2103525,47.37734163,18.52048936,42.10061936,881,352.8233296,9048.235561,8168498,116,25948,5643.388468,1575.022548,5.210421326,1.16673917,4.763374224,9906,31.97713598,2086.461592,1
1352398,371,15667,38259.69732,29105.46798,4.130836066,1.161910507,32.563005,52590,23.0924477,627.5636364,137,146,24,2.187544886,0.201006717,0.734925112,0.201006717,1.247804993,15,125.4,1220,1
49376,42299,1466,0.904679801,0.551075236,0.201006717,0.201006717,0.201006717,12,63,1681.5,405325,128167,6708,263.1952551,46.90774277,14.76322501,0.201006717,14.81283247,578,251.5891608,9617.66958,0
1607591,133,9896,779.0662393,435.2568843,0.719067202,0.201006717,1.699580264,1716,29.9790332,804.3989517,132110,56611,1800,776.4215744,27.5802415,51.84382793,0.683872943,35.18769405,814,291.1167076,12816.25184,0
6169,422,437,16.9718354,6.570116956,1.17191074,0.201006717,1.17191074,42,165.65625,2881.40625,480422,11988,16314,3591.051093,1371.150088,9.069974888,2.636280445,31.65183114,6877,80.81466192,2725.612527,0
1481429,147561,15063,19804.14076,10024.11175,20.87692078,0.201006717,386.1448365,28574,30.96414426,1065.955493,7167,113,102,17.38286419,5.284264017,0.693677084,0.201006717,5.187847368,41,49.48387097,4797.290323,1
10320,5665,628,149.075931,69.49741224,0.201006717,0.201006717,6.637290508,236,93.37444934,4163.123348,454,195,34,0.201006717,0.201006717,0.698653552,0.201006717,0.698653552,10,20,30,1
501093,3329,6714,615.6107825,145.0501404,4.207288226,1.208182301,5.664802753,1103,90.65880218,4420.37931,14853,12392,887,97.06054124,26.38963534,35.77750344,3.696050027,27.87855665,178,204.7117647,10821.74706,1
49376,42299,1466,0.904679801,0.551075236,0.201006717,0.201006717,0.201006717,12,63,1681.5,285745,276291,3437,38.65516302,14.58403116,0.201006717,0.201006717,0.201006717,70,64.80645161,4174.258065,1
494,195,34,0.201006717,0.201006717,0.698653552,0.201006717,0.698653552,10,20,30,233,208,29,0.698653552,0.698653552,0.201006717,0.201006717,0.201006717,11,97,3077,0
131970,404,6994,1303.530268,340.3062888,9.603839686,0.683872943,14.10808833,2345,79.58900634,1870.874419,173882,2844,16348,693.0949965,171.5942614,13.62594777,2.675830452,15.14937338,1333,288.1329827,9337.214876,0
648,640,31,25.06595278,0.201006717,6.13916823,0.201006717,5.529524167,40,73.63636364,1483.636364,224156,312,6210,113.4505604,23.70811408,0.201006717,0.201006717,11.56595751,221,74.92523364,7241.663551,0
32392,2662,1081,129.2837635,42.9842617,44.50057532,1.16673917,55.02567509,281,204.2977941,7275.231618,137,146,24,2.187544886,0.201006717,0.734925112,0.201006717,1.247804993,15,125.4,1220,1
5342890,33441,19735,347272.4779,104699.3484,22.81767875,3.305800406,26.97053154,213728,25.34820264,1260.512781,1053,1014,51,0.201006717,0.201006717,2.268539049,0.201006717,3.274698694,10,20,30,1
182648,1442,3851,291.6898194,148.0059153,47.09837859,0.201006717,31.90648511,577,296.4965157,8068.066202,3732,325,123,34.29687025,5.435064444,11.75792759,1.221637679,7.167191034,71,99.40322581,5951.354839,1
373,582,26,0.201006717,0.201006717,0.201006717,0.201006717,1.216560168,10,20,30,488760,360,3693,2414.380154,1199.4432,1.68404405,1.186397215,14.08946909,3928,27.85981781,667.9832996,0
158517,154197,1610,599.2157581,160.3805728,0.201006717,0.201006717,0.201006717,801,142.252802,11544.81196,15395,713,767,111.9870918,44.64388989,13.89246651,0.683872943,13.00795496,212,172.495098,3316.617647,0
5201,2235,233,46.00879423,27.05900546,9.698784752,5.17659719,8.742394816,105,116.5876289,2262.690722,78093,719,3700,331.1889671,178.2863128,10.37253369,4.83366274,14.35872757,692,102.9869565,3807.766667,0
224196,312,6210,113.4505604,23.70811408,0.201006717,0.201006717,11.56595751,221,74.92523364,7241.663551,54463,7728,2617,230.6467145,45.50576631,33.73543684,4.184997009,21.49367679,451,278.0514541,8599.149888,0
128355,253,962,280.076854,155.5040995,4.299071861,0.201006717,38.86813977,476,49.99364407,1673.379237,3751,1675,262,1.130982156,0.633335321,0.201006717,0.201006717,0.703680288,12,20,37.5,1
9500,1551,490,56.68421103,11.76027673,14.88868983,2.20337991,12.1661302,123,120.0884956,1915.672566,3210,3296,166,0.580384156,0.201006717,0.724300136,0.201006717,0.724300136,11,20,41,1
2145,1440,144,5.83601466,2.923252633,1.660139757,0.201006717,2.173019638,22,60.58333333,1121,311,310,23,5.387756614,0.201006717,13.94385132,2.242684151,7.834465995,19,75.22222222,2107.777778,1
